    i          rs           x          Q2       sigma        stat        syst        norm
  314      28.6356421       0.0032500       1.2900000       0.0000000       0.0028619       2.3000000       4.3000000
  315      28.6356421       0.0051500       1.2900000       0.0000000       0.0027322       2.3000000       4.3000000
  316      28.6356421       0.0051500       2.0500000       0.0000000       0.0035734       2.3000000       4.3000000
  317      28.6356421       0.0081500       1.2900000       0.0000000       0.0026721       2.3000000       4.3000000
  318      28.6356421       0.0081500       2.0500000       0.0000000       0.0034153       2.3000000       4.3000000
  319      28.6356421       0.0081500       3.2500000       0.3861614       0.0043007       2.3000000       4.3000000
  320      28.6356421       0.0129000       1.2900000       0.0000000       0.0026500       2.3000000       4.3000000
  321      28.6356421       0.0129000       2.0500000       0.0000000       0.0033204       2.3000000       4.3000000
  322      28.6356421       0.0129000       3.2500000       0.4185525       0.0040793       2.3000000       4.3000000
  323      28.6356421       0.0129000       5.1500000       0.4395993       0.0052810       2.3000000       4.3000000
  324      28.6356421       0.0205000       1.2900000       0.0000000       0.0026626       2.3000000       4.3000000
  325      28.6356421       0.0205000       2.0500000       0.0000000       0.0032888       2.3000000       4.3000000
  326      28.6356421       0.0205000       3.2500000       0.3551202       0.0039845       2.3000000       4.3000000
  327      28.6356421       0.0205000       5.1500000       0.4026224       0.0050596       2.3000000       4.3000000
  328      28.6356421       0.0205000       8.1500000       0.4510574       0.0066092       2.3000000       4.3000000
  329      28.6356421       0.0325000       1.2900000       0.0000000       0.0026879       2.3000000       4.3000000
  330      28.6356421       0.0325000       2.0500000       0.0000000       0.0032888       2.3000000       4.3000000
  331      28.6356421       0.0325000       3.2500000       0.3759979       0.0039528       2.3000000       4.3000000
  332      28.6356421       0.0325000       5.1500000       0.3782609       0.0049332       2.3000000       4.3000000
  333      28.6356421       0.0325000       8.1500000       0.3883550       0.0063246       2.3000000       4.3000000
  334      28.6356421       0.0325000      12.9000000       0.4118076       0.0084117       2.3000000       4.3000000
  335      28.6356421       0.0515000       1.2900000       0.0000000       0.0027164       2.3000000       4.3000000
  336      28.6356421       0.0515000       2.0500000       0.0000000       0.0032888       2.3000000       4.3000000
  337      28.6356421       0.0515000       3.2500000       0.3886632       0.0039845       2.3000000       4.3000000
  338      28.6356421       0.0515000       5.1500000       0.3977446       0.0049332       2.3000000       4.3000000
  339      28.6356421       0.0515000       8.1500000       0.3927171       0.0062297       2.3000000       4.3000000
  340      28.6356421       0.0515000      12.9000000       0.3869663       0.0081271       2.3000000       4.3000000
  341      28.6356421       0.0515000      20.5000000       0.3918403       0.0109099       2.3000000       4.3000000
  342      28.6356421       0.0815000       1.2900000       0.0000000       0.0028271       2.3000000       4.3000000
  343      28.6356421       0.0815000       2.0500000       0.0000000       0.0033204       2.3000000       4.3000000
  344      28.6356421       0.0815000       3.2500000       0.3839463       0.0040161       2.3000000       4.3000000
  345      28.6356421       0.0815000       5.1500000       0.3950878       0.0049648       2.3000000       4.3000000
  346      28.6356421       0.0815000       8.1500000       0.3888079       0.0062297       2.3000000       4.3000000
  347      28.6356421       0.0815000      12.9000000       0.3745202       0.0080006       2.3000000       4.3000000
  348      28.6356421       0.0815000      20.5000000       0.3667444       0.0105304       2.3000000       4.3000000
  349      28.6356421       0.0815000      32.5000000       0.3733183       0.0142619       2.3000000       4.3000000
  350      28.6356421       0.1290000       2.0500000       0.0000000       0.0034153       2.3000000       4.3000000
  351      28.6356421       0.1290000       3.2500000       0.3762386       0.0041110       2.3000000       4.3000000
  352      28.6356421       0.1290000       5.1500000       0.3895702       0.0050280       2.3000000       4.3000000
  353      28.6356421       0.1290000       8.1500000       0.3849275       0.0063246       2.3000000       4.3000000
  354      28.6356421       0.1290000      12.9000000       0.3665659       0.0080322       2.3000000       4.3000000
